81,"スタジオパークサイド","埼玉県戸田市南町５ スタジオパークサイド",35.803772,139.67318,"2019-01-14 06:41:14.003339","2019-01-14 06:41:14.003339",,,1,unnamed.jpg,ChIJuTz1Jl3rGGARCUhWDIYK-d0
82,"スタジオキーボード","東京都渋谷区代々木２丁目２−７ ソフィアビルディング",35.686457,139.700018,"2019-01-14 06:41:42.536820","2019-01-14 06:41:42.536820",,,1,2017-08-31.jpg,ChIJU_bUWlmNGGARGlit1sn-x50
83,"スタジオマザーハウス 江古田店","東京都練馬区小竹町１丁目６３−６ ロジェ・ヌワール 1F",35.7386694,139.6741335,"2019-01-14 06:42:01.383699","2019-01-14 06:42:01.383699",,,1,2017-07-26.jpg,ChIJEW4N40DtGGARf4R39pCI7A8
84,"スズキスタジオ１","東京都江東区三好２丁目３−９",35.6796298,139.8022443,"2019-01-14 06:42:39.682078","2019-01-14 06:42:39.682078",,,1,P1120705_500x375.jpg,ChIJnzcmCxeJGGARvg9umvEUisU
85,"サウンドスタジオフェイス","東京都北区赤羽２丁目４９−６ マルキュウハイック",35.7811,139.722769,"2019-01-14 06:43:11.930326","2019-01-14 06:43:11.930326",,,1,P_20160521_131739.jpg,ChIJ5UfdIAOTGGARbuJe23fmeG4
86,"スタジオペンタ池袋店","東京都豊島区南池袋２丁目４７−８",35.726534,139.716085,"2019-01-14 06:43:19.980765","2019-01-14 06:43:19.980765",,,1,entrance-1.jpg,ChIJVXWRSGmNGGAR-H-Ec2sfP0Q
87,"ガードアイランドスタジオ蒲田店"," 7 Chome-4-4 Nishikamata, Ota, Tokyo 144-0051, Japan",35.5639986,139.7157553,"2019-01-14 06:43:40.361101","2019-01-14 06:43:40.361101",,,1,,ChIJz13Fu1xgGGAR72NLzV-NMAo
88,"貸音楽スタジオサウンド・パーク","東京都大田区大森東１丁目２６−７ 福井ビル",35.5747443,139.738157,"2019-01-14 06:43:58.216042","2019-01-14 06:43:58.216042",,,1,unnamed.jpg,ChIJ7SIK67FhGGAR8sFOFYSKElA
89,"Crunch Studio","東京都品川区豊町３丁目４−９ ＮＥＷＡＢＵＮＤＡＮＴＨＯＵＳＥ８８",35.6078739,139.7208147,"2019-01-14 06:44:07.363072","2019-01-14 06:44:07.363072",,,1,studio010.jpg,ChIJHTYV9JGKGGARkv7Z8xcwHgM
90,"ミュージックスタジオユニバース","東京都新宿区細工町１−５ 牛込北町マンション",35.698257,139.733106,"2019-01-14 06:44:09.241648","2019-01-14 06:44:09.241648",,,1,1st.jpg,ChIJU2CxZliMGGARRhQZi-zSLjA
91,"スタジオ ポハサ","東京都大田区蒲田４丁目２０−９ シャウネシー蒲田",35.5615309,139.7214169,"2019-01-14 06:44:10.361872","2019-01-14 06:44:10.361872",,,1,20161126_154641.jpg,ChIJU-dT4VlgGGAROu8rgISZGPE
92,"HIT-STUDIO リハーサル＆レコーディングスタジオ","東京都港区三田２丁目１１−１５ 三田川崎ビル",35.6503382,139.7444806,"2019-01-14 06:44:12.673037","2019-01-14 06:44:12.673037",,,1,unnamed.jpg,ChIJWeAChrqLGGARCnAs-45r7pc
93,"レコーディングスタジオ Premier Studio Tokyo","東京都新宿区下宮比町２−１８ グランドメゾン飯田橋",35.7037263,139.7432677,"2019-01-14 06:44:14.518061","2019-01-14 06:44:14.518061",,,1,unnamed.jpg,ChIJzfwVQ0WMGGARtOjHsrESuG0
94,"LIBERA STUDIO 南青山 【リベラスタジオ 東京都内のレコーディングスタジオ】","東京都港区 南青山２丁目１２−１５ 4F",35.6713,139.7205692,"2019-01-14 06:44:15.613829","2019-01-14 06:44:15.613829",,,1,IMG_6621.jpg,ChIJVVV5lZyMGGAR_zEFBzO1aiY
95,"FUN MUSIC STUDIO","東京都文京区小石川５丁目４−９ 斎藤ビル",35.7176052,139.7379704,"2019-01-14 06:44:16.722157","2019-01-14 06:44:16.722157",,,1,unnamed.jpg,ChIJDYv0xK6NGGARXS6cDtP4Tvg
96,"シティバードスタジオ","東京都大田区千鳥１丁目１８−８ 第３正和コーポ",35.572338,139.692967,"2019-01-14 06:44:17.427549","2019-01-14 06:44:17.427549",,,1,,ChIJ2Z5BRQhgGGARunJ0KRj_i10
97,"お茶の水音楽スタジオ ポレット","東京都千代田区神田小川町３丁目１４",35.696511,139.760903,"2019-01-14 06:44:18.733659","2019-01-14 06:44:18.733659",,,1,DSC06068.jpg,ChIJKVSHwhCMGGARm9LiwU8Tcck
98,"HILL VALLEY STUDIO","東京都新宿区新宿５丁目 １８ 番地 ２０ 号 ルック ハイツ B１",35.694062,139.706421,"2019-01-14 06:44:19.886128","2019-01-14 06:44:19.886128",,,1,Ast.jpg,ChIJUSOb_9uMGGARKvuMf2gppAU
99,"ＭＩＴスタジオ","東京都港区芝４丁目３−１４ 仏教伝道センタービル",35.648833,139.750194,"2019-01-14 06:44:21.085731","2019-01-14 06:44:21.085731",,,1,DSC_0412.jpg,ChIJed-dXraLGGARkEbdZ0JhhJo
100,"ソニー・ミュージックスタジオ","東京都港区赤坂９丁目６−３５ ＳＭＥ乃木坂ビル",35.6672667,139.7277394,"2019-01-14 06:44:22.237394","2019-01-14 06:44:22.237394",,,1,2017-08-16.jpg,ChIJlwHPlX6LGGARHC7OyegWRqw
101,"Studio Chez Claude","東京都江東区森下１丁目５−４ Ａｌｌｏｎｇｅ’森下",35.6867491,139.7979061,"2019-01-14 06:44:24.074183","2019-01-14 06:44:24.074183",,,1,2018-06-30.jpg,ChIJaxHCejmJGGARETFZ1caNQc8
102,"アイオン音楽スタジオ","神奈川県川崎市川崎区小川町１６−１２ 神崎ビル",35.5271093,139.699029,"2019-01-14 06:44:28.285020","2019-01-14 06:44:28.285020",,,1,DSC_6693__2_.jpg,ChIJi6qrC6NgGGAR65GFig-E7aY
103,"島倉音楽スタジオ","神奈川県川崎市中原区木月３丁目３５−１ 元住吉アートフラッツ",35.5627101,139.6505708,"2019-01-14 06:44:37.349508","2019-01-14 06:44:37.349508",,,1,studio3.jpg,ChIJKcmm4IFfGGARRAkc-jX_E3I
